name,category,description,retail_price,bulk_price,bulk_min_qty,is_bulk_available,featured,stock_status,variants
"M11 Portable Handheld Fan, White, Bladeless Design, Rechargeable, Compact Personal Cooling Device",accessories,"The M11 Portable Handheld Fan brings innovative bladeless technology to personal cooling, combining safety with style in a sleek white design. This compact cooling device is perfect for those hot summer days, whether you're commuting, at the office, or enjoying outdoor activities. The bladeless design eliminates the risk of accidents whilst providing powerful, consistent airflow that keeps you ...",149,,,true,false,in_stock,
"WiFi Repeater, Range Extender for WLAN Network, 300Mbps, White and Black",accessories,"This WiFi Repeater is the perfect solution for extending the range of your existing WLAN network. Designed to eliminate dead zones and weak signal areas in your home or office, this compact device boosts your wireless coverage with speeds up to 300Mbps. Simply plug it into any standard power outlet, connect it to your existing router, and enjoy enhanced WiFi connectivity throughout your space.",299,,,true,false,in_stock,
"Tactical Flashlight with LED Side Light, and Lighter, Rechargeable Multifunction Torch - JY-099 (SET OF 4)",accessories,"This tactical flashlight set combines versatility and functionality in one rugged package. Each torch features a powerful LED main beam for illuminating your path, along with a convenient side light for hands-free task lighting. The integrated lighter adds an extra layer of utility, making these torches ideal for camping, hiking, emergency preparedness, or everyday carry.",329,,,true,false,in_stock,
"Kids Smart Watch, Pink and Blue, Silicone Strap, IP67 Waterproof, HD Camera, SIM Card Slot, Retina Touch Screen",cctv,"Keep your child connected and safe with this vibrant Kids Smart Watch in a striking pink and blue design. Featuring a crisp Retina touch screen display, this smartwatch puts a world of functionality right on your child's wrist. The built-in HD camera allows for self-timer shots and remote photography, making it a fun and practical accessory for kids on the go.",459,,,true,true,in_stock,
"2-in-1 Bluetooth Transmitter and Receiver, Wireless Audio Adapter, 3.5mm AUX and Type-C, Bluetooth 5.3 Technology, Dual-Link Connectivity",chargers,"Upgrade your audio setup with this versatile 2-in-1 Bluetooth Transmitter and Receiver Wireless Audio Adapter. Powered by the latest Bluetooth 5.3 technology, it delivers a stable, low-latency connection with lossless sound quality for an exceptional listening experience. The compact device features a 3.5mm AUX interface, making it compatible with a wide range of audio equipment including car s...",299,,,true,false,in_stock,
"Mini Wire Brush Set, Brass and Nylon Bristles, Plastic Handle, Black, Yellow and Red, 3 Pieces",accessories,"Tackle tough cleaning jobs with ease using this 3-piece Mini Wire Brush Set. Designed for versatility and precision, this set includes brass and nylon bristle brushes—perfect for everything from delicate surfaces to stubborn grime. Ideal for home, garage, or workshop use.",49,,,true,false,in_stock,
RJ TIANYE 12V INTELLIGENT PULSE REPAIR CHARGER -NG-146,chargers,"The repair charger is made of an ABS flame-retardant shell, corrosion-resistant, insulating, and sturdy. Support 110-220V input power supply, easy to cope with all kinds of harsh voltage environment Not only can it be charged, but it can also detect the battery. Intelligent digital display can display power, voltage, temperature Overheat, overcharge, short circuit reverse polarity protection.",450,,,true,false,in_stock,
12V 15A Intelligent Pulse Charger,chargers,"12V 15A Intelligent Pulse Charger Features: - Short Circuit, Reverse Connection and Over Current Protection - Model: EC-2033A - Overload protection - Compatible with 12V 40Ah - 12V 100Ah Batteries - Easy to use. - Intelligent design - Built-In Battery clips - Plugs into most 2 point plug sockets (220vAC supply) Specifications: - Input Voltage: 220V 50Hz - Output Voltage: 12V - Current: 15A",399,,,true,false,in_stock,
AOITS 12V 7A Intelligent Lead Acid Battery Charger GG-IT2022,chargers,"Features: - Short Circuit, Reverse Connection and Over Current Protection - Model: IT-2022 - Overload protection - Easy to use. - Intelligent design - Built-In Battery clips - Plugs into 2 point plug sockets (220vAC supply) Specifications: - Input Voltage: AC220V - Output Voltage: 12V - Current: 7A",299,,,true,false,in_stock,
350ml Xiaoxushan LED humidifier - JSQ04 (DARK BROWN),accessories,"The Xiaoxueshan 350ml LED Humidifier - JSQ04 is a compact and stylish device designed to enhance air quality and comfort in smaller spaces. It blends functionality with elegance, offering enhanced air quality and ambient lighting, Heres a detailed product description: - CAPACITY: 350ml water resovoir, providing long-lasting humidification without frequent refills - DESIGN: Sleek modern design, ...",400,,,true,false,in_stock,
Exlusive 2 PIECE DRL(DAYTIME RUNNING LAMP) Bumper Fog Lamp Fit (3.5IN),accessories,"Item Type:Fog Lamp Assembly Model Name:2IN1 Fog Light + DRL Item Diameter:3.54inch Material Type:Plastic + LED Voltage:12V Item Weight:0.58kg Feature: 1) Material : high quality ABS plastic 2) Direct replacement with no modification. Perfect fit, easy installation. 3) This replacement is just what you need to get your vehicle up and working again.",450,,,true,false,in_stock,
Exlusive 2 PIECE DRL(DAYTIME RUNNING LAMP) Bumper Fog Lamp Fit (4.0IN),accessories,"Item Type:Fog Lamp Assembly Model Name:2IN1 Fog Light + DRL Item Diameter:3.54inch Material Type:Plastic + LED Voltage:12V Item Weight:0.58kg Feature: 1) Material : high quality ABS plastic 2) Direct replacement with no modification. Perfect fit, easy installation. 3) This replacement is just what you need to get your vehicle up and working again.",475,,,true,false,in_stock,
Garden Wall Mounted Solar Motion Sensor LED Lights Set of 4,solar,"When the motion sensor lights is detected within 3-5m, it will turn on automatically in darkness or at night, and ""OFF"" after about 30s without continuous motion. Designed with No dim mode to increase product life span. There are 30 powerful LEDs and the motion angle is 120 degrees which can provide excellent illumination, light up your way home brightness and ensure safety.",299,,,true,false,in_stock,
KLGO FAST CHARGER + HIGH-SPEED CABLE CHARGER SET - IOS KC-2S,chargers,"The KLGO Fast Charger + High-Speed 2.4 Cable Charger Set, model KC 2AS is designed specifically for IOS devices, ensuring a reliable and efficient charging experience. Key features include: FAST CHARGER - High-Speed Charging: Optimized to deliver rapid power to your IOS devices. - Compact Design: Portable and easy to carry, making it perfect for travel.",150,,,true,false,in_stock,
8 x Grill Clip-On Emergency Strobe Warning Lights – Yellow,accessories,"This universal super bright 8 piece LED set mounts to almost all cars, vans, trucks and other emergency service vehicles, and is ideal if you need a kit consisting of bright, flashing amber lights. It has several modes/patterns that can be selected from a dashboard-mounted switch and is a simple DIY install. Specification: 10 ~ 30V DC 16 x bright LED chips (2 LED per light) 7 flashing modes wit...",390,,,true,false,in_stock,
510ml 2-Colour Stainless Steel Vacuum Flask - Coffee Mug (Blue),accessories,"Coffee Mug with Two Colors Stainless Steel Vacuum Flask, 510ml Constructed from stainless steel, the double wall vacuum is fully odorless, resistant to rust, and leak-proof. A silicone sealing ring on the lid keeps beverages from seeping out and spilling. The cup cannot slide or turn thanks to the thick rubber construction at the button.",300,,,true,false,in_stock,
W590 Multi-Functional Search Light with Tripod Stand,accessories,"Features: Quad-core P50 bright wick, long service life Built-in 3 x 18650 batteries, long-lasting battery life High-brightness wick, strong light shooting 1500 meters USB fast charging and USB DC output charging, convenient and fast Portable support frame, high-quality ABS hand-grip, comfortable grip 4 levels of brightness adjustment, strong light, medium light, low light, burst flash Fully sea...",304,,,true,false,in_stock,
36 LED MULTIFUNCTION MINI FLAT DJ PAR LIGHTS STAGE LIGHTS,accessories,"36 Led DJ Lights for Parties Looking for the best LED stage lights for a concert, wedding, family night, bar, club or discotheque? Perfect lighting is very important at any party. This kit is ideal for you.",465,,,true,false,in_stock,
Solar Infrared Motion Sensor Alarm & Home Garden Security Alarm System,cctv,"Solar Sound & Light Alarm Motion Sensor - The product is table for outdoor use; IP65 waterproof, energy saving environmental protection/ safety. - Applicable for home, Farm, orchard, construction sites and other places where requiring security alarm. - 5-8 meters sensing distance, sensing angle125; 129db sound alarm and warning flash light - Full day 24 Hrs lighting mode and night 12 Hrs mode a...",474,,,true,false,in_stock,
15M Sprial Hose with 5 Functions,accessories,"Make your gardening a breeze with the super easy-to-use and long-lasting coil hose Features: - hose stretches comfortably to about 15m - lightweight hose is perfect for smaller watering needs on the porch, patio, containers, and small gardens; contains no phthalates, drinking water safe - specially engineered strain reliefs on both hosen ends to prevent hose kink - flexible in all weather condi...",465,,,true,false,in_stock,
AOWEIXUN ORVESION UNIVERSAL FIXED CODE REMOTE CONTROL - SET OF 4,accessories,"Easy to use: The self-copying remote control is designed to be user-friendly, with clear and simple steps. Code clearing and restoration: With just a press and hold of the buttons, the code can be easily cleared or restored, ensuring seamless functionality. Efficient copying: The self-test remote control can learn the code of the original remote control with a simple button press, saving time a...",399,,,true,false,in_stock,
"Electric Desoldering Iron Pump, Twizzers and Soldering Machine For Precisioned Soldering - BS-908",accessories,Descriptions: - The soldering iron is the primary tool in the kit and is used to apply heat to melt solder. It typically has a heated metal tip that transfers heat to the components being soldered. Soldering irons come in different wattages and may have adjustable temperature controls for different soldering tasks.,450,,,true,false,in_stock,
KLGO 30000mAh Large Capacity Power Bank,chargers,"KLGO Power Bank 30000mAh has a capacity of 30000mAh which can provide 5-6 charges to an ordinary mobile phone. It has 2 USB-A ports and can charge a device with up to 2.1A. Features: - Built-in Flashlight - LED Charge Level Display - Hanging Strap Specifications: - Large Capacity 30000mah Polymer Power Battery - Power Indicator Strip - Output : 2 x Dual USB Ports - Input : 1 x Type C Port, 1 x ...",699,,,true,true,in_stock,
115 in 1 TOOL SET FOR NINTENDO SWITCH/PS4/PS5/XBOX SERIES,accessories,The 115 bits are made of chrome vanadium alloy with a hardness of 55-60 HRC.Screwdriver kit for head is magnetic for good quality assurance and workability. The screwdriver comes with anti-static tweezers for efficient and comfortable work. Comfortable and practical design: Comfortable and ergonomic floating rear screwdriver cover with rubber moulding prevents slippage due to sweaty hands.,485,,,true,false,in_stock,
3-in-1 HD 1080P Car Dash Camera with Night Vision Wide Angle Lens Recorder,cctv,"Capture every detail of your drive with the 3 in 1 HD 1080P Car Dash Camera featuring Night Vision and a Wide-Angle Lens Recorder. This essential gadget for any vehicle ensures crystal-clear recordings day or night, keeping you safe and secure on the road. Its intuitive design and reliable performance make it a must-have for both everyday drivers and enthusiasts.",699,,,true,false,in_stock,
SMART WIFI CAMERA WITH 1080P FULL COLOR AND IP66 PROTECTION RATING,cctv,"We are living in dangerous times. We here about it on the news daily! Why not use the latest in technology to help us prevent and protect ourselves, our loved ones, our property!",899,,,true,true,in_stock,
IVY ADHESIVE DOUBLE-SIDED REUSABLE GRIP TAPE,accessories,"This reusable tape is an adhesive tape that can be pasted anywhere, then washed and reused. It has a wide range of uses within your personal and professional life. This tape is water-washable, reusable, eco-friendly and easy to peel off.",175,,,true,false,in_stock,
7.5L COOLING AND WARMING REFRIGERATOR,accessories,"Portable Car Refrigerator Cooler & Warmer 7.5L Capacity Keep your drinks cool, and your fast food warm with this nifty portable electric cooler. Designed with a compact 7.5L capacity, you do not have to worry about the space to store your stuff. No more costly stops for food and drink!",685,,,true,false,in_stock,
AROMA DIFFUSER 7 COLOR LED AROMA HUMIDIFIER,accessories,"Experience the ultimate in air quality and tranquility with the HOLAMAY 7 Color LED Aroma Humidifier. This sleek device not only humidifies your space but also offers a soothing aromatherapy experience with its integrated 7-color LED mood lighting. Designed for optimal performance, the HOLAMAY humidifier ensures consistent mist output while adding an aesthetic touch to any room.",353,,,true,false,in_stock,
1.2L STAINLESS STEEL TUMBLER CUP WIITH STRAW & SILICONE SEAL (TURQUOISE),accessories,"The 1.2L insulated tumbler will keep you hydrated all day! Because it is made of premium 18/8 food-grade stainless steel, this roomy and fashionable tumbler will keep your drinks at the ideal temperature for hours. With a smooth, ergonomic handle for effortless carrying and a rust-resistant finish, the sturdy construction is made to last.",169,,,true,false,in_stock,
1.2L STAINLESS STEEL TUMBLER CUP WIITH STRAW & SILICONE SEAL (PURPLE),accessories,"The 1.2L insulated tumbler will keep you hydrated all day! Because it is made of premium 18/8 food-grade stainless steel, this roomy and fashionable tumbler will keep your drinks at the ideal temperature for hours. With a smooth, ergonomic handle for effortless carrying and a rust-resistant finish, the sturdy construction is made to last.",169,,,true,false,in_stock,
1.2L STAINLESS STEEL VACUUM TUMBLER CUP - LIME GREEN & WHITE,accessories,"You'll stay hydrated throughout the day with the 1.2L insulated tumbler! The high-quality 18/8 food-grade stainless steel used to make this spacious and stylish tumbler will ensure that your beverages stay at the perfect temperature for hours. The robust structure is long-lasting and features a rust-resistant finish and a smooth, ergonomic handle for easy carrying.",169,,,true,false,in_stock,
1.2L STAINLESS STEEL VACUUM TUMBLER CUP - BABY BLUE,accessories,"You'll stay hydrated throughout the day with the 1.2L insulated tumbler! The high-quality 18/8 food-grade stainless steel used to make this spacious and stylish tumbler will ensure that your beverages stay at the perfect temperature for hours. The robust structure is long-lasting and features a rust-resistant finish and a smooth, ergonomic handle for easy carrying.",169,,,true,false,in_stock,
DALING PROFESSIONAL HAIR CLIPPERS DL-1067,accessories,"Discover the precision and power of the DALING PROFESSIONAL HAIR CLIPPERS DL-1067. This high-performance clipper offers a smooth, precise cut, thanks to its advanced blade technology and powerful motor. Ideal for both professional stylists and home users, the DL-1067 ensures consistent results with every use.",485,,,true,false,in_stock,
RECHARGEABLE LTE CPE 4G WIRELESS ROUTER,routers,"- 4G LTE WiFi Router 300Mbp Wireless - The CPE LTE Router with strong signal with antennas, Internet access via HSPA/LTE data SIM card. Or internet access/PPPoE work mode, - Network frequency for most countries in Asia, Europe, Africa, Middle East and South America, Oceania - Equipped with 2 LAN interface , when the 4G router transmits WiFi, you can connect to other devices simultaneously All y...",,,,true,true,in_stock,
SMART LED MULTIMEDIA PROJECTOR WITH HIGHLIGHT COATING LENS,accessories,"Transform your home theatre experience with the SMART LED Multimedia Projector featuring a Highlight Coating Lens. Designed for ultimate clarity and vibrancy, this advanced projector delivers stunning visuals colours, making every movie night unforgettable. Its cutting-edge LED technology ensures energy efficiency and longevity, providing hours of seamless entertainment.",,,,true,false,in_stock,
"GT-5.4CH 5in Car Coaxial Speaker, 300W 4 Ohms 93dB Sensitivity Midrange Loudspeaker, Door Speakers for Car or Truck Stereo Sound System",cctv,Specification: Item Type: Car Speaker Material: Magnet + Metallic Iron Maximum Power: 300W Size: 5in Impedance: 4 Ohms Sensitivity: 93dB (±1.5dB) Frequency Range: 60Hz-20KHz Scope of Application: Suitable for all car systems,499,,,true,false,in_stock,
"TS-601 Universal 6.5"" Coaxial Speaker Car Indoor Audio Music Stereo Speaker",cctv,"Experience music in its purest form with the TS-601 Universal 6.5"" Coaxial Speaker, designed for superior car indoor audio. We bring you top-tier consumer electronics, ensuring unmatched quality and value. This speaker promises clear, crisp sound and robust bass to elevate every drive.",699,,,true,false,in_stock,
5-layer Portable Rolling Storage Rack on Wheels - 105cm - WHITE,accessories,"Transform your space with this versatile 5-layer portable storage rack, featuring a clean white finish and smooth-rolling wheels for effortless mobility. Standing at 105cm, this practical organizer combines style with functionality, offering five spacious shelves perfect for storing items in any room of your home or office. The durable frame provides stable support while maintaining a lightweig...",799,,,true,false,in_stock,
"LED Flood Light, 100W IP68 Waterproof, Outdoor Security Lights, Pack of 5, Black",accessories,"Illuminate your outdoor spaces with these powerful 100W LED flood lights. This pack of 5 black floodlights delivers exceptional brightness and coverage for security and landscape lighting applications. Built to withstand the elements with an impressive IP68 waterproof rating, these lights offer superior protection against water and dust intrusion, making them ideal for year-round outdoor use.",,,,true,false,in_stock,
DC 12V PORTABLE DIGITAL AIR COMPRESSOR WITH LED LIGHT,accessories,"1.Insert the cigarette lighter plug into the DC 12V jack inside the car and start the car. 2.Three meters long power cord , can be easily connected to he front and rear tires. 3.Screw the inflation nozzle onto the tire that needs to be ventilated.",599,,,true,false,in_stock,
"Mini LED Floodlight, 200W, IP66 Waterproof Rating, White",accessories,"Illuminate your outdoor spaces with this powerful 200W Mini LED floodlight. Built to withstand the elements with an impressive IP66 waterproof rating, this robust lighting solution offers superior protection against dust and powerful water jets from any direction. The sleek white housing design complements any exterior setting while providing exceptional illumination for security, landscape, or...",799,,,true,false,in_stock,
"300W LED Flood Light, IP67 Waterproof Rating, Outdoor Security Light",accessories,"Illuminate your outdoor spaces with this powerful 300W LED flood light. Built to withstand the elements with an impressive IP67 waterproof rating, this robust lighting solution offers exceptional brightness and coverage for security and visibility needs. The sleek design features an array of high-efficiency LED chips mounted on a white panel with a durable black frame.",999,,,true,false,in_stock,
"Solar LED Outdoor Lantern with Motion Sensor, Black",solar,"Illuminate your outdoor spaces intelligently with this sophisticated solar-powered LED lantern. Featuring a classic black design with clear glass panels, this lantern combines traditional aesthetics with modern technology. The built-in motion sensor activates the light when movement is detected, providing both security and convenience.",289,,,true,false,in_stock,
"Dual Dash Camera, 1080P Full HD, 130° FOV, F/2.0 Lens with Rear Camera, LED Night Vision",cctv,"Enhance your driving safety with this advanced dual dash camera system. The front camera delivers crisp 1080P Full HD footage with a wide 130-degree field of view, ensuring comprehensive coverage of the road ahead. The F/2.0 aperture lens excels in low-light conditions, while the included rear camera provides additional coverage behind your vehicle.",699,,,true,true,in_stock,
"Wood Grain Essential Oil Diffuser, Ultrasonic Cool Mist Humidifier, Dark Brown (DARK BROWN)",accessories,"Transform your space into a haven of tranquillity with this elegantly designed ultrasonic diffuser, featuring a sophisticated dark brown wood grain finish that complements any décor. The distinctive vase-shaped design adds a touch of artistry while serving as both a humidifier and aromatherapy diffuser. This versatile device uses ultrasonic technology to create a fine, cool mist that efficientl...",289,,,true,false,in_stock,
"Cambrian Insulated Lunch Bag, Navy Blue with Brown Trim, Dual Zipper Closure, Adjustable Shoulder Strap",accessories,"Keep your meals fresh and at the perfect temperature with this stylish Cambrian insulated lunch bag. The sophisticated navy blue design with brown trim accents creates a professional look suitable for work, school, or travel. Featuring a practical dual zipper closure system that allows easy access to your food and drinks, while the adjustable shoulder strap offers comfortable carrying options.",449,,,true,false,in_stock,
"Insulated Lunch Box with Shoulder Strap, Black and Brown, Dual Zipper Compartments - 5585-BLK",accessories,"Introducing the Cambrian Insulated Lunch Box, a stylish and practical solution for your daily meal transport needs. This sophisticated black lunch bag features premium brown leather-style accents, creating a professional appearance suitable for both office and casual use. The dual zipper compartments offer convenient organisation, allowing you to separate different food items or keep hot and co...",499,,,true,false,in_stock,
"Super Scanner Handheld Security Metal Detector, Black with Yellow Display, Professional Grade (RECHARGEABLE)",cctv,"The Super Scanner handheld metal detector is a professional-grade security device designed for thorough and reliable screening. This robust black unit features a high-visibility yellow display for clear readability in various lighting conditions. Perfect for security personnel at venues, events, and facilities, this metal detector offers dependable performance in detecting metallic objects.",699,,,true,false,in_stock,
"Electric Hand Mixer with Bowl, 7-Speed Settings, Red, Stainless Steel Bowl",accessories,"Transform your kitchen experience with this versatile 7-speed electric hand mixer set. The striking red and black design adds a modern touch to your countertop, while the included stainless steel bowl makes mixing tasks effortless. Whether you're whipping cream, beating eggs, or kneading dough, the seven distinct speed settings give you precise control for perfect results every time.",699,,,true,false,in_stock,
"Happy Foodie Portable Gas Stove QLF-022D, Single Burner, Black",accessories,"Introducing the Happy Foodie Portable Gas Stove QLF-022D, a reliable single-burner cooking solution perfect for camping trips, outdoor gatherings, or as a backup cooking option. This sleek black stove features a robust design with safety-focused controls including a secure lock mechanism and clear ON/OFF indicators. The compact unit offers efficient heat distribution through its well-engineered...",799,,,true,false,in_stock,
450ml Non-Corrosive Professional Car Paint Remover,accessories,"Product description Restore your vehicle's surface to perfection with our 450ml Non-Corrosive Professional Car Paint Remover. Engineered for precision and safety, this high-performance remover efficiently strips away old paint without damaging your car's body. Description : Specifically designed to be gentle on your car's surface, our paint remover effectively dissolves paint without causing da...",289,,,true,false,in_stock,
"I16 Pro Mini Mobile Phone, Dual SIM, Triple Camera, Black",cctv,"Introducing the I16 Pro Mini Mobile Phone, a compact powerhouse that combines gaming and communication in one sleek device. This innovative phone features a unique design with integrated with a simple keypad, making it perfect for mobile phone enthusiasts. The device has a triple camera system for photography, while its dual SIM capability allows you to manage multiple numbers effortlessly.",499,,,true,false,in_stock,
"Portable Power Bank with LED Display, Dual USB Ports, 20000mAh Capacity, White - KP-77",chargers,"Stay powered up wherever life takes you with this sleek 20000mAh portable power bank. Featuring a clear LED display that shows the remaining battery percentage, this white power bank keeps you informed of your charging status at a glance. The dual USB ports allow you to charge multiple devices simultaneously, making it perfect for travel, outdoor adventures, or long workdays.",699,,,true,true,in_stock,
"50W LED Floodlight, IP66 Waterproof, White and Warm White Colour with Blue & Red Flashlight",accessories,"Illuminate your space with this powerful LED flood light fixture featuring IP66 waterproof protection, perfect for both indoor and outdoor applications. The robust design includes an array of 30 high-efficiency LED panels arranged in a 5x6 configuration, producing brilliant warm white illumination complemented by an attractive blue & red accent strip. This versatile lighting solution measures 1...",599,,,true,false,in_stock,
Portable Indoor & Outdoor Personal Fan with 10L Misting/Cooling Humidification System and LED and RGB Ambient Lighting - A30,accessories,"Experience ultimate indoor and outdoor comfort with this innovative portable LED/RGB personal fan featuring a built-in misting/humidification cooling system. The versatile design combines powerful airflow with refreshing cooling capabilities, making it perfect for camping trips, outdoor events, or emergency situations. While the integrated LED and RGB lighting provides essential illumination wh...",,,,true,false,in_stock,
"Solar Garden Stake Light, Black Outdoor Pathway Lamp - CL-D68",solar,"Illuminate your outdoor space with this sophisticated solar-powered garden light fixture. Standing at an impressive 1.4 metres tall with a sleek black design, this versatile lamp combines modern aesthetics with practical functionality. The clear glass panels ensure optimal light distribution while protecting the internal components.",399,,,true,false,in_stock,
"H09 Mini USB Powered Personal Air Humidifier with RGB Ambient Colorful Lighting & Auto Shut-Off, – Ideal for bedrooms, offices, cars - White",accessories,"Transform your space with this sleek and compact USB-powered personal humidifier, featuring enchanting RGB ambient lighting that creates a soothing atmosphere. This elegant white humidifier is perfectly sized for bedrooms, offices, or cars. The built-in auto shut-off function provides peace of mind and energy efficiency, while the included remote control offers convenient operation from across ...",299,,,true,false,in_stock,
8 Channel AoC 1080P BNC Coaxial HDTVI AHD CVI CVBS IP Video & Audio Turbo HD DVR System,cctv,"Enhance your surveillance capabilities with this advanced 8-channel DVR system. This versatile digital video recorder supports multiple video formats including 1080P BNC Coaxial HDTVI, AHD, CVI, CVBS, and IP, making it compatible with a wide range of security cameras. The system features both video and audio recording capabilities, allowing for comprehensive monitoring solutions.",,,,true,true,in_stock,
"Digital Electric Shaver with LED Display, Rotary Blade Design, Black and Silver, Portable Grooming Device",accessories,"Experience precision grooming with this sophisticated digital electric shaver featuring a sleek black and silver design. The advanced rotary blade system ensures a close, comfortable shave whilst adapting to the contours of your face. The modern LED display provides clear visibility of essential information, making it easy to monitor battery status and settings.",599,,,true,false,in_stock,
"Magnetic Chess Set, Portable Folding Board Game with Black and White Pieces, Classic Strategy Game, 21 x 21cm Travel Size",accessories,"Product description Elevate your strategic thinking with this sleek and portable magnetic chess set. The 21 x 21 cm folding board features a classic black and white checkered design, making it perfect for travel or casual play at home. The magnetic pieces stay securely in place during gameplay, preventing accidental disruptions while moving or playing outdoors.",299,,,true,false,in_stock,
"USB-C Hub, Space Grey, 4-Port USB 3.0 Adapter, Slim Aluminum Design",routers,"This sleek USB-C hub transforms a single USB-C port into four versatile USB 3.0 connections, making it an essential accessory for modern laptops and devices. Crafted from premium aluminium in an elegant space grey finish, this multiport adapter combines style with functionality in a remarkably slim profile that's perfect for professionals on the go. The hub's plug-and-play design requires no ad...",199,,,true,false,in_stock,
"Universal Devil Eyes Ambient LED Light Kit Car Rear Window, USB Powered, Decorative Sticker Accessory - Y6",accessories,"Transform your vehicle into a head-turning masterpiece with this Universal Devil Eyes Ambient LED Light Kit. Designed to add personality and attitude to your car's rear window, this decorative accessory features striking eye-shaped LED panels that create an intimidating yet playful appearance. The kit includes two semi-circular LED panels with a gradient colour effect that transitions from oran...",195,,,true,false,in_stock,
"GW Professional Hair Clipper with LCD Display, 4 Guide Combs, USB Rechargeable, Cleaning Brush Included - GW-9775",accessories,"This professional hair clipper is designed to deliver precision cutting and styling in the comfort of your own home. Featuring a convenient LCD display that shows remaining battery power, you'll never be caught off guard mid-trim. The clipper comes complete with four guide combs in different lengths, allowing you to achieve various hair lengths and styles with ease.",299,,,true,false,in_stock,
"Stainless Steel Soup Pot Set, 5 Pieces, Glass Lids, Gold Handles, Cookware Set",accessories,"This stunning 5-piece stainless steel soup pot set brings both elegance and functionality to your kitchen. The complete cookware collection features multiple pot sizes to accommodate all your cooking needs, from preparing hearty soups and stews to boiling pasta and simmering sauces. Each pot is crafted from high-quality stainless steel that ensures durability and even heat distribution for cons...",599,,,true,false,in_stock,
"Stainless Steel Cookware Set, 10 Pieces, with Glass Lids",accessories,"This comprehensive 10-piece stainless steel cookware set is designed to meet all your cooking needs with style and durability. Crafted from high-quality stainless steel, this collection features a brilliant mirror-polished finish that adds elegance to any kitchen whilst providing excellent heat distribution for consistent cooking results. Each pot comes equipped with a transparent glass lid tha...",699,,,true,false,in_stock,
"RGB Gaming Keyboard and Mouse Combo, Mechanical Feel, Rainbow Backlit, Wired USB - A-1020",accessories,"This AOAS RGB gaming keyboard and mouse combo brings vibrant style and responsive performance to your gaming setup. The keyboard features a mechanical feel that delivers satisfying tactile feedback with every keystroke, making it ideal for both intense gaming sessions and everyday typing tasks. Rainbow backlighting illuminates the keys with stunning colour transitions, creating an immersive atm...",799,,,true,false,in_stock,
"Portable Bluetooth Speaker with LED Lights, FM Radio, Wireless Audio - HF-F3",accessories,"This portable Bluetooth speaker combines powerful wireless audio with vibrant LED lighting effects to create an immersive listening experience wherever you go. The sleek cylindrical design features eye-catching illuminated accents on both ends that pulse and glow in sync with your music, making it perfect for parties, outdoor gatherings, or simply enhancing your personal listening sessions. Bey...",499,,,true,false,in_stock,
"20x30cm Bamboo Cutting Board with Metal Ring, Natural Wood Kitchen Chopping Board, Rectangular",accessories,"This natural wood cutting board brings timeless functionality to your kitchen workspace. Measuring 20 by 30 centimetres, this rectangular chopping board offers ample surface area for preparing vegetables, fruits, bread, and cheese whilst maintaining a compact footprint that fits comfortably on most countertops. The board features a convenient metal ring attached to one corner, allowing you to h...",109,,,true,false,in_stock,
"Iron Lock Padlock Set, Brass and Steel, 32-38-50mm Sizes, 12 Pieces",accessories,"This comprehensive iron lock padlock set provides reliable security solutions for a variety of applications. The set includes 12 durable padlocks featuring robust brass and steel construction that offers excellent resistance to tampering and weather conditions. With three convenient sizes—32mm, 38mm, and 50mm—you'll have the right lock for securing sheds, gates, lockers, toolboxes, storage unit...",199,,,true,false,in_stock,
"Shoe Rack with Coat Rack, 5-Tier Shoe Storage Organiser, Black Metal Frame, Multiple Hooks",accessories,"This versatile shoe rack with coat rack is the ultimate storage solution for keeping your entryway, bedroom, or hallway organised and clutter-free. The 5-tier design provides ample space to neatly store and display up to 20-25 pairs of shoes, whilst the integrated coat rack section at the top features multiple hooks perfect for hanging coats, jackets, hats, scarves, bags, and other accessories....",399,,,true,false,in_stock,
"Vacuum Flask Set with 3 Cups, Stainless Steel, Grey, Insulated Thermos Bottle, Travel Drinkware",accessories,"This sophisticated vacuum flask set is the perfect companion for those who appreciate hot beverages on the go. The set includes a sleek stainless steel thermos bottle in an elegant grey finish, accompanied by three matching insulated cups, making it ideal for sharing drinks with friends, family, or colleagues during travels, picnics, or outdoor adventures. The vacuum insulation technology ensur...",139,,,true,false,in_stock,
"LED Strip Light, 12V 5A Power Supply, 8mm Wide, 5M Length, Yellow",accessories,"Transform any space with this versatile LED strip light that brings brilliant yellow illumination to your home or business. This 5-metre long strip light offers flexible lighting solutions for accent lighting, task lighting, or creating ambient atmospheres in bedrooms, kitchens, living areas, and commercial spaces. The strip measures just 8 millimetres wide, making it discreet and easy to insta...",199,,,true,false,in_stock,
"Remote Control Robot Toy, White, LED Display Eyes, 8-Wheel Drive, Interactive Smart Robot with Controller",accessories,"Product description This interactive remote control robot toy brings futuristic fun to playtime with its eye-catching design and engaging features. The smart robot showcases expressive LED display eyes that light up, creating an animated personality that captivates children and tech enthusiasts alike. Built with an impressive 8-wheel drive system, this white robotic companion moves smoothly acr...",399,,,true,false,in_stock,
